10 10 2.0
10 25 1.0
30 5 4.0
40 30 1.0
50 40 5.0
30 20 1.0
30 21 1.0
30 22 1.0
30 23 1.0
30 24 1.0
30 25 1.0
30 26 1.0
30 27 1.0
30 28 1.0
30 29 1.0
30 30 1.0
30 31 1.0
30 32 1.0
30 33 1.0
30 34 1.0
30 35 1.0
30 36 1.0
30 37 1.0
30 38 1.0
30 39 1.0
0 0 1.0
1 0 1.0
2 0 1.0
3 0 1.0
4 0 1.0
5 0 1.0
6 0 1.0
7 0 1.0
8 0 1.0
9 0 1.0
10 0 1.0
11 0 1.0
12 0 1.0
13 0 1.0
14 0 1.0
15 0 1.0
16 0 1.0
17 0 1.0
18 0 1.0
19 0 1.0
20 0 1.0
21 0 1.0
22 0 1.0
23 0 1.0
24 0 1.0
25 0 1.0
26 0 1.0
27 0 1.0
28 0 1.0
29 0 1.0
30 0 1.0
31 0 1.0
32 0 1.0
33 0 1.0
34 0 1.0
35 0 1.0
36 0 1.0
37 0 1.0
38 0 1.0
39 0 1.0
40 0 1.0
41 0 1.0
42 0 1.0
43 0 1.0
44 0 1.0
45 0 1.0
46 0 1.0
47 0 1.0
48 0 1.0
49 0 1.0
50 0 1.0
51 0 1.0
52 0 1.0
53 0 1.0
54 0 1.0
55 0 1.0
56 0 1.0
57 0 1.0
58 0 1.0
59 0 1.0
60 0 1.0
60 1 1.0
60 2 1.0
60 3 1.0
60 4 1.0
60 5 1.0
60 6 1.0
60 7 1.0
60 8 1.0
60 9 1.0
60 10 1.0
60 11 1.0
60 12 1.0
60 13 1.0
60 14 1.0
60 15 1.0
60 16 1.0
60 17 1.0
60 18 1.0
60 19 1.0
60 20 1.0
60 21 1.0
60 22 1.0
60 23 1.0
60 24 1.0
60 25 1.0
60 26 1.0
60 27 1.0
60 28 1.0
60 29 1.0
60 30 1.0
60 31 1.0
60 32 1.0
60 33 1.0
60 34 1.0
60 35 1.0
60 36 1.0
60 37 1.0
60 38 1.0
60 39 1.0
60 40 1.0
60 41 1.0
60 42 1.0
60 43 1.0
60 44 1.0
60 45 1.0
60 46 1.0
60 47 1.0
60 48 1.0
60 49 1.0
60 50 1.0
60 51 1.0
60 52 1.0
60 53 1.0
60 54 1.0
60 55 1.0
60 56 1.0
60 57 1.0
60 58 1.0
60 59 1.0
0 60 1.0
1 60 1.0
2 60 1.0
3 60 1.0
4 60 1.0
5 60 1.0
6 60 1.0
7 60 1.0
8 60 1.0
9 60 1.0
10 60 1.0
11 60 1.0
12 60 1.0
13 60 1.0
14 60 1.0
15 60 1.0
16 60 1.0
17 60 1.0
18 60 1.0
19 60 1.0
20 60 1.0
21 60 1.0
22 60 1.0
23 60 1.0
24 60 1.0
25 60 1.0
26 60 1.0
27 60 1.0
28 60 1.0
29 60 1.0
30 60 1.0
31 60 1.0
32 60 1.0
33 60 1.0
34 60 1.0
35 60 1.0
36 60 1.0
37 60 1.0
38 60 1.0
39 60 1.0
40 60 1.0
41 60 1.0
42 60 1.0
43 60 1.0
44 60 1.0
45 60 1.0
46 60 1.0
47 60 1.0
48 60 1.0
49 60 1.0
50 60 1.0
51 60 1.0
52 60 1.0
53 60 1.0
54 60 1.0
55 60 1.0
56 60 1.0
57 60 1.0
58 60 1.0
59 60 1.0
60 60 1.0
0 0 1.0
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
0 5 1.0
0 6 1.0
0 7 1.0
0 8 1.0
0 9 1.0
0 10 1.0
0 11 1.0
0 12 1.0
0 13 1.0
0 14 1.0
0 15 1.0
0 16 1.0
0 17 1.0
0 18 1.0
0 19 1.0
0 20 1.0
0 21 1.0
0 22 1.0
0 23 1.0
0 24 1.0
0 25 1.0
0 26 1.0
0 27 1.0
0 28 1.0
0 29 1.0
0 30 1.0
0 31 1.0
0 32 1.0
0 33 1.0
0 34 1.0
0 35 1.0
0 36 1.0
0 37 1.0
0 38 1.0
0 39 1.0
0 40 1.0
0 41 1.0
0 42 1.0
0 43 1.0
0 44 1.0
0 45 1.0
0 46 1.0
0 47 1.0
0 48 1.0
0 49 1.0
0 50 1.0
0 51 1.0
0 52 1.0
0 53 1.0
0 54 1.0
0 55 1.0
0 56 1.0
0 57 1.0
0 58 1.0
0 59 1.0
0 60 1.0
